"language","Verb","S_Type","n","mean_man","mean_woman","woman_minus_man","se","t","p","p_bh","rank_abs_diff"
"English","shock","Passive",70,6.58571,6.55714,-0.0285714,0.113246,-0.252296,0.801563,0.993503,59
"English","teach","Passive",70,6.38571,6.41429,0.0285714,0.113246,0.252296,0.801563,0.993503,60
"English","annoy","Passive",70,6.58571,6.57143,-0.0142857,0.0943384,-0.151431,0.880078,0.993503,61
"English","disturb","Passive",70,6.45714,6.44286,-0.0142857,0.114195,-0.125099,0.900809,0.993503,62
"English","hit","Passive",70,6.41429,6.42857,0.0142857,0.102743,0.139044,0.889821,0.993503,63
"English","irritate","Passive",70,6.47143,6.48571,0.0142857,0.132648,0.107697,0.914549,0.993503,64
"English","lead","Passive",70,6.58571,6.6,0.0142857,0.124599,0.114653,0.909053,0.993503,65
"English","please","Passive",70,6.2,6.21429,0.0142857,0.12625,0.113154,0.910237,0.993503,66
"English","spot","Passive",70,6.45714,6.44286,-0.0142857,0.150214,-0.0951022,0.924509,0.993503,67
"English","amuse","Passive",70,6.52857,6.52857,0,0.115111,0,1,1,68
"English","call","Passive",70,6.07143,6.07143,0,0.138013,0,1,1,69
"English","hear","Passive",70,6.22857,6.22857,0,0.0954449,0,1,1,70
"English","impress","Passive",70,6.71429,6.71429,0,0.0932505,0,1,1,71
"English","startle","Passive",70,6.54286,6.54286,0,0.116896,0,1,1,72
"English","eat","Pseudo_Passive",70,4.5,4.81429,0.314286,0.148899,2.11073,0.0384219,0.939835,1
"English","trust","Pseudo_Passive",70,5.3,5.61429,0.314286,0.134276,2.34059,0.0221506,0.939835,2
"English","surprise","Pseudo_Passive",70,5.15714,5.41429,0.257143,0.136027,1.89038,0.0629076,0.939835,3
"English","hate","Pseudo_Passive",70,5.48571,5.24286,-0.242857,0.124504,-1.95059,0.0551684,0.939835,4
"English","hear","Pseudo_Passive",70,5.75714,5.51429,-0.242857,0.144514,-1.68051,0.0973808,0.939835,5
"English","listento","Pseudo_Passive",70,5.17143,5.37143,0.2,0.153091,1.30641,0.19575,0.939835,6
"English","sadden","Pseudo_Passive",70,4.75714,4.95714,0.2,0.123107,1.62461,0.108806,0.939835,7
"English","forget","Pseudo_Passive",70,5.07143,5.25714,0.185714,0.130761,1.42026,0.160036,0.939835,8
"English","help","Pseudo_Passive",70,5.34286,5.52857,0.185714,0.125922,1.47484,0.144804,0.939835,9
"English","understand","Pseudo_Passive",70,5.11429,5.3,0.185714,0.165682,1.12091,0.266213,0.939835,10
"English","amaze","Pseudo_Passive",70,5.47143,5.3,-0.171429,0.142401,-1.20384,0.232763,0.939835,11
"English","dress","Pseudo_Passive",70,5.12857,5.3,0.171429,0.113246,1.51377,0.13465,0.939835,12
"English","love","Pseudo_Passive",70,5.65714,5.82857,0.171429,0.133392,1.28514,0.203039,0.939835,13
"English","overhear","Pseudo_Passive",70,5.52857,5.37143,-0.157143,0.129717,-1.21143,0.229862,0.939835,14
"English","wash","Pseudo_Passive",70,5.27143,5.11429,-0.157143,0.143363,-1.09611,0.27684,0.939835,15
"English","fear","Pseudo_Passive",70,5.42857,5.57143,0.142857,0.148541,0.961734,0.339541,0.939835,16
"English","hit","Pseudo_Passive",70,5.18571,5.32857,0.142857,0.142857,1,0.320805,0.939835,17
"English","hold","Pseudo_Passive",70,5.14286,5,-0.142857,0.129157,-1.10608,0.272535,0.939835,18
"English","pull","Pseudo_Passive",70,5.1,5.24286,0.142857,0.115624,1.23554,0.220821,0.939835,19
"English","watch","Pseudo_Passive",70,5.28571,5.42857,0.142857,0.142857,1,0.320805,0.939835,20
"English","bite","Pseudo_Passive",70,5.25714,5.12857,-0.128571,0.142328,-0.903345,0.369486,0.939835,21
"English","squash","Pseudo_Passive",70,5.3,5.17143,-0.128571,0.128571,-1,0.320805,0.939835,22
"English","cut","Pseudo_Passive",70,5.11429,5.22857,0.114286,0.117853,0.969729,0.335569,0.939835,23
"English","distract","Pseudo_Passive",70,5.28571,5.17143,-0.114286,0.137326,-0.832224,0.408153,0.939835,24
"English","follow","Pseudo_Passive",70,5.27143,5.38571,0.114286,0.155696,0.73403,0.465418,0.939835,25
"English","hug","Pseudo_Passive",70,5.25714,5.37143,0.114286,0.146092,0.782287,0.436722,0.939835,26
"English","push","Pseudo_Passive",70,5.28571,5.17143,-0.114286,0.141776,-0.806098,0.422956,0.939835,27
"English","upset","Pseudo_Passive",70,5.37143,5.25714,-0.114286,0.143229,-0.797921,0.427654,0.939835,28
"English","ignore","Pseudo_Passive",70,5.18571,5.28571,0.1,0.132111,0.756937,0.451665,0.939835,29
"English","notice","Pseudo_Passive",70,5.28571,5.38571,0.1,0.135209,0.739594,0.462055,0.939835,30
"English","please","Pseudo_Passive",70,5.18571,5.08571,-0.1,0.151117,-0.661738,0.510343,0.939835,31
"English","shock","Pseudo_Passive",70,5.12857,5.02857,-0.1,0.109865,-0.910205,0.365883,0.939835,32
"English","terrify","Pseudo_Passive",70,5.27143,5.17143,-0.1,0.148352,-0.674073,0.502517,0.939835,33
"English","anger","Pseudo_Passive",70,5.3,5.21429,-0.0857143,0.150558,-0.569309,0.570995,0.939835,34
"English","entertain","Pseudo_Passive",70,5.21429,5.12857,-0.0857143,0.142068,-0.603332,0.548266,0.939835,35
"English","know","Pseudo_Passive",70,5.51429,5.42857,-0.0857143,0.149177,-0.574581,0.567443,0.939835,36
"English","lookat","Pseudo_Passive",70,5.15714,5.24286,0.0857143,0.136114,0.629724,0.530955,0.939835,37
"English","admire","Pseudo_Passive",70,5.41429,5.48571,0.0714286,0.14435,0.494828,0.622294,0.939835,38
"English","amuse","Pseudo_Passive",70,5.17143,5.24286,0.0714286,0.14435,0.494828,0.622294,0.939835,39
"English","avoid","Pseudo_Passive",70,5.22857,5.3,0.0714286,0.151352,0.471937,0.638461,0.939835,40
"English","disgust","Pseudo_Passive",70,5,4.92857,-0.0714286,0.159348,-0.448254,0.655374,0.939835,41
"English","kick","Pseudo_Passive",70,5.3,5.22857,-0.0714286,0.156728,-0.455748,0.650002,0.939835,42
"English","kiss","Pseudo_Passive",70,5.42857,5.35714,-0.0714286,0.148591,-0.480706,0.632246,0.939835,43
"English","like","Pseudo_Passive",70,5.67143,5.6,-0.0714286,0.152714,-0.467728,0.641453,0.939835,44
"English","miss","Pseudo_Passive",70,5.32857,5.4,0.0714286,0.136991,0.521409,0.603751,0.939835,45
"English","pat","Pseudo_Passive",70,5.05714,5.12857,0.0714286,0.13238,0.539573,0.591228,0.939835,46
"English","remember","Pseudo_Passive",70,5.47143,5.54286,0.0714286,0.138494,0.51575,0.607677,0.939835,47
"English","call","Pseudo_Passive",70,5.34286,5.4,0.0571429,0.131697,0.433898,0.665716,0.939835,48
"English","calm","Pseudo_Passive",70,5.04286,4.98571,-0.0571429,0.107456,-0.531777,0.596588,0.939835,49
"English","dislike","Pseudo_Passive",70,5.5,5.44286,-0.0571429,0.1219,-0.46877,0.640712,0.939835,50
"English","lead","Pseudo_Passive",70,5.3,5.24286,-0.0571429,0.145157,-0.393661,0.695045,0.957896,51
"English","startle","Pseudo_Passive",70,5.37143,5.31429,-0.0571429,0.123586,-0.462372,0.645269,0.939835,52
"English","believe","Pseudo_Passive",70,5.27143,5.22857,-0.0428571,0.154217,-0.277901,0.781919,0.983566,53
"English","cheerup","Pseudo_Passive",70,5.18571,5.22857,0.0428571,0.12283,0.348914,0.728217,0.957896,54
"English","drop","Pseudo_Passive",70,5.21429,5.25714,0.0428571,0.114091,0.375639,0.708338,0.957896,55
"English","frighten","Pseudo_Passive",70,5.15714,5.2,0.0428571,0.124504,0.344222,0.731726,0.957896,56
"English","chase","Pseudo_Passive",70,5.3,5.32857,0.0285714,0.152239,0.187675,0.851682,0.983566,57
"English","disturb","Pseudo_Passive",70,5.25714,5.22857,-0.0285714,0.125392,-0.227857,0.820431,0.983566,58
"English","recognize","Pseudo_Passive",70,5.4,5.42857,0.0285714,0.116845,0.244524,0.807551,0.983566,59
"English","see","Pseudo_Passive",70,5.47143,5.44286,-0.0285714,0.146698,-0.194764,0.84615,0.983566,60
"English","shake","Pseudo_Passive",70,5.2,5.22857,0.0285714,0.143847,0.198623,0.843142,0.983566,61
"English","spot","Pseudo_Passive",70,5.41429,5.38571,-0.0285714,0.178528,-0.160039,0.873318,0.983566,62
"English","annoy","Pseudo_Passive",70,5.37143,5.35714,-0.0142857,0.114195,-0.125099,0.900809,0.983566,63
"English","bother","Pseudo_Passive",70,5.12857,5.14286,0.0142857,0.115994,0.123159,0.902339,0.983566,64
"English","impress","Pseudo_Passive",70,5.5,5.48571,-0.0142857,0.150214,-0.0951022,0.924509,0.983566,65
"English","smell","Pseudo_Passive",70,5.12857,5.11429,-0.0142857,0.132648,-0.107697,0.914549,0.983566,66
"English","tease","Pseudo_Passive",70,5.14286,5.15714,0.0142857,0.13875,0.10296,0.918294,0.983566,67
"English","worry","Pseudo_Passive",70,4.68571,4.7,0.0142857,0.159571,0.0895258,0.928923,0.983566,68
"English","carry","Pseudo_Passive",70,5.21429,5.21429,0,0.14532,0,1,1,69
"English","irritate","Pseudo_Passive",70,5.27143,5.27143,0,0.118654,0,1,1,70
"English","scare","Pseudo_Passive",70,5.45714,5.45714,0,0.142442,0,1,1,71
"English","teach","Pseudo_Passive",70,5.37143,5.37143,0,0.166563,0,1,1,72
"Turkish","squash","Active",70,6.62857,6.31429,-0.314286,0.134276,-2.34059,0.0221506,0.295958,1
"Turkish","pat","Active",70,6.85714,6.64286,-0.214286,0.0640033,-3.34804,0.00132111,0.0951197,2
"Turkish","know","Active",70,5.55714,5.75714,0.2,0.178097,1.12299,0.265336,0.679351,3
"Turkish","terrify","Active",70,6.8,6.6,-0.2,0.12966,-1.5425,0.127526,0.477595,4
"Turkish","forget","Active",70,6.47143,6.65714,0.185714,0.0846203,2.19468,0.0315552,0.295958,5
"Turkish","disgust","Active",70,6.65714,6.48571,-0.171429,0.0953829,-1.79727,0.076669,0.345011,6
"Turkish","enrage","Active",70,6.87143,6.7,-0.171429,0.093187,-1.83962,0.0701262,0.336606,7
"Turkish","bother","Active",70,6.92857,6.77143,-0.157143,0.063166,-2.48778,0.0152744,0.295958,8
"Turkish","lookat","Active",70,6.71429,6.87143,0.157143,0.0804638,1.95296,0.0548808,0.302375,9
"Turkish","calm","Active",70,6.91429,6.78571,-0.128571,0.049517,-2.59651,0.0114998,0.295958,10
"Turkish","hug","Active",70,6.72857,6.6,-0.128571,0.103603,-1.24101,0.218807,0.605926,11
"Turkish","call","Active",70,6.95714,6.84286,-0.114286,0.0720675,-1.58581,0.117354,0.469417,12
"Turkish","carry","Active",70,6.95714,6.84286,-0.114286,0.0594762,-1.92154,0.0587951,0.302375,13
"Turkish","envy","Active",70,6.87143,6.75714,-0.114286,0.0520505,-2.19567,0.0314809,0.295958,14
"Turkish","worry","Active",70,6.7,6.81429,0.114286,0.106794,1.07015,0.28828,0.679351,15
"Turkish","anger","Active",70,6.92857,6.82857,-0.1,0.0414539,-2.41232,0.0185145,0.295958,16
"Turkish","chase","Active",70,6.97143,6.87143,-0.1,0.0504637,-1.98162,0.051507,0.302375,17
"Turkish","inspect","Active",70,6.98571,6.88571,-0.1,0.0679483,-1.47171,0.145647,0.49936,18
"Turkish","comfort","Active",70,6.94286,6.85714,-0.0857143,0.0443161,-1.93416,0.0571958,0.302375,19
"Turkish","dress","Active",70,6.81429,6.9,0.0857143,0.080739,1.06162,0.292109,0.679351,20
"Turkish","hold","Active",70,6.87143,6.78571,-0.0857143,0.0443161,-1.93416,0.0571958,0.302375,21
"Turkish","ignore","Active",70,6.88571,6.8,-0.0857143,0.0666962,-1.28514,0.203039,0.584752,22
"Turkish","irritate","Active",70,6.9,6.81429,-0.0857143,0.0443161,-1.93416,0.0571958,0.302375,23
"Turkish","like","Active",70,6.97143,6.88571,-0.0857143,0.039368,-2.17726,0.0328843,0.295958,24
"Turkish","observe","Active",70,6.7,6.78571,0.0857143,0.0904162,0.947997,0.34644,0.712676,25
"Turkish","please","Active",70,6.85714,6.77143,-0.0857143,0.0635162,-1.34949,0.181592,0.568462,26
"Turkish","surprise","Active",70,6.85714,6.77143,-0.0857143,0.0857143,-1,0.320805,0.679351,27
"Turkish","bite","Active",70,6.7,6.77143,0.0714286,0.0961396,0.742967,0.460024,0.838123,28
"Turkish","disturb","Active",70,6.84286,6.77143,-0.0714286,0.0423014,-1.68856,0.0958184,0.405819,29
"Turkish","listento","Active",70,6.88571,6.95714,0.0714286,0.0469413,1.52166,0.132665,0.477595,30
"Turkish","slap","Active",70,6.7,6.77143,0.0714286,0.0550604,1.29728,0.198857,0.584752,31
"Turkish","amuse","Active",70,6.9,6.84286,-0.0571429,0.0533969,-1.07015,0.28828,0.679351,32
"Turkish","annoy","Active",70,6.9,6.84286,-0.0571429,0.0571429,-1,0.320805,0.679351,33
"Turkish","distract","Active",70,6.77143,6.82857,0.0571429,0.0836183,0.683378,0.496657,0.838123,34
"Turkish","eat","Active",70,6.25714,6.2,-0.0571429,0.134804,-0.423896,0.672961,0.881713,35
"Turkish","frighten","Active",70,6.85714,6.8,-0.0571429,0.0671382,-0.851122,0.397645,0.795291,36
"Turkish","smell","Active",70,6.84286,6.78571,-0.0571429,0.0701543,-0.814531,0.418143,0.813684,37
"Turkish","want","Active",70,6.51429,6.45714,-0.0571429,0.123586,-0.462372,0.645269,0.881713,38
"Turkish","astonish","Active",70,6.82857,6.78571,-0.0428571,0.062507,-0.685637,0.495239,0.838123,39
"Turkish","dislike","Active",70,6.85714,6.9,0.0428571,0.0688134,0.622802,0.535468,0.838123,40
"Turkish","find","Active",70,6.95714,6.91429,-0.0428571,0.0317581,-1.34949,0.181592,0.568462,41
"Turkish","lead","Active",70,6.95714,6.91429,-0.0428571,0.0428571,-1,0.320805,0.679351,42
"Turkish","recognize","Active",70,6.9,6.85714,-0.0428571,0.0688134,-0.622802,0.535468,0.838123,43
"Turkish","scold","Active",70,6.82857,6.87143,0.0428571,0.062507,0.685637,0.495239,0.838123,44
"Turkish","sense","Active",70,6.65714,6.7,0.0428571,0.102627,0.417599,0.677537,0.881713,45
"Turkish","spyon","Active",70,6.87143,6.82857,-0.0428571,0.0773144,-0.554323,0.58115,0.871725,46
"Turkish","teach","Active",70,6.81429,6.85714,0.0428571,0.0688134,0.622802,0.535468,0.838123,47
"Turkish","wash","Active",70,6.87143,6.82857,-0.0428571,0.0688134,-0.622802,0.535468,0.838123,48
"Turkish","admire","Active",70,6.92857,6.95714,0.0285714,0.0285714,1,0.320805,0.679351,49
"Turkish","cut","Active",70,6.52857,6.55714,0.0285714,0.0909381,0.314185,0.754328,0.881713,50
"Turkish","fascinate","Active",70,6.88571,6.91429,0.0285714,0.0537282,0.531777,0.596588,0.87662,51
"Turkish","miss","Active",70,6.88571,6.91429,0.0285714,0.0574526,0.497305,0.620555,0.881713,52
"Turkish","remember","Active",70,6.9,6.87143,-0.0285714,0.0453714,-0.629724,0.530955,0.838123,53
"Turkish","shake","Active",70,6.78571,6.81429,0.0285714,0.0996296,0.286777,0.775143,0.881713,54
"Turkish","shock","Active",70,6.82857,6.8,-0.0285714,0.0704068,-0.405805,0.686141,0.881713,55
"Turkish","watch","Active",70,6.91429,6.88571,-0.0285714,0.0886322,-0.32236,0.748155,0.881713,56
"Turkish","cheerup","Active",70,6.84286,6.85714,0.0142857,0.0518513,0.275513,0.783745,0.881713,57
"Turkish","drop","Active",70,6.88571,6.87143,-0.0142857,0.0593019,-0.240898,0.810348,0.884016,58
"Turkish","follow","Active",70,6.91429,6.92857,0.0142857,0.0431323,0.331207,0.741492,0.881713,59
"Turkish","hear","Active",70,6.88571,6.87143,-0.0142857,0.0476915,-0.299545,0.765425,0.881713,60
"Turkish","kiss","Active",70,6.98571,6.97143,-0.0142857,0.0248628,-0.574581,0.567443,0.869275,61
"Turkish","love","Active",70,6.82857,6.84286,0.0142857,0.0689851,0.207084,0.836554,0.898984,62
"Turkish","provoke","Active",70,6.81429,6.82857,0.0142857,0.0518513,0.275513,0.783745,0.881713,63
"Turkish","push","Active",70,6.87143,6.85714,-0.0142857,0.0557013,-0.25647,0.798351,0.884016,64
"Turkish","scare","Active",70,6.91429,6.92857,0.0142857,0.0380305,0.375639,0.708338,0.881713,65
"Turkish","see","Active",70,6.87143,6.88571,0.0142857,0.0518513,0.275513,0.783745,0.881713,66
"Turkish","threaten","Active",70,6.84286,6.85714,0.0142857,0.0380305,0.375639,0.708338,0.881713,67
"Turkish","entertain","Active",70,6.85714,6.85714,0,0.0498445,0,1,1,68
"Turkish","hate","Active",70,6.75714,6.75714,0,0.10376,0,1,1,69
"Turkish","kick","Active",70,6.8,6.8,0,0.0704907,0,1,1,70
"Turkish","notice","Active",70,6.87143,6.87143,0,0.0498445,0,1,1,71
"Turkish","pull","Active",70,6.8,6.8,0,0.0575554,0,1,1,72
"Turkish","sense","Active_minus_Passive",70,NA,NA,0.4,0.185834,2.15246,0.0348609,0.999455,1
"Turkish","watch","Active_minus_Passive",70,NA,NA,-0.242857,0.143074,-1.69742,0.094124,0.999455,2
"Turkish","forget","Active_minus_Passive",70,NA,NA,0.228571,0.176428,1.29555,0.199448,0.999455,3
"Turkish","inspect","Active_minus_Passive",70,NA,NA,-0.214286,0.0860758,-2.4895,0.0152068,0.999455,4
"Turkish","slap","Active_minus_Passive",70,NA,NA,0.214286,0.113102,1.89462,0.0623335,0.999455,5
"Turkish","cheerup","Active_minus_Passive",70,NA,NA,-0.2,0.140393,-1.42457,0.158788,0.999455,6
"Turkish","squash","Active_minus_Passive",70,NA,NA,-0.2,0.183817,-1.08804,0.280365,0.999455,7
"Turkish","want","Active_minus_Passive",70,NA,NA,-0.2,0.162282,-1.23242,0.221974,0.999455,8
"Turkish","frighten","Active_minus_Passive",70,NA,NA,0.185714,0.145737,1.27431,0.206828,0.999455,9
"Turkish","miss","Active_minus_Passive",70,NA,NA,0.185714,0.164427,1.12946,0.262615,0.999455,10
"Turkish","observe","Active_minus_Passive",70,NA,NA,0.185714,0.144309,1.28692,0.202424,0.999455,11
"Turkish","annoy","Active_minus_Passive",70,NA,NA,-0.171429,0.116845,-1.46714,0.14688,0.999455,12
"Turkish","cut","Active_minus_Passive",70,NA,NA,0.171429,0.171429,1,0.320805,0.999455,13
"Turkish","scold","Active_minus_Passive",70,NA,NA,-0.171429,0.133392,-1.28514,0.203039,0.999455,14
"Turkish","comfort","Active_minus_Passive",70,NA,NA,-0.157143,0.123167,-1.27585,0.206286,0.999455,15
"Turkish","hug","Active_minus_Passive",70,NA,NA,0.157143,0.153139,1.02614,0.308408,0.999455,16
"Turkish","ignore","Active_minus_Passive",70,NA,NA,-0.142857,0.120876,-1.18185,0.241324,0.999455,17
"Turkish","kiss","Active_minus_Passive",70,NA,NA,0.142857,0.102324,1.39612,0.167154,0.999455,18
"Turkish","find","Active_minus_Passive",70,NA,NA,0.128571,0.131753,0.975854,0.332546,0.999455,19
"Turkish","hear","Active_minus_Passive",70,NA,NA,-0.128571,0.123646,-1.03983,0.302047,0.999455,20
"Turkish","listento","Active_minus_Passive",70,NA,NA,-0.128571,0.130172,-0.987706,0.326748,0.999455,21
"Turkish","dress","Active_minus_Passive",70,NA,NA,-0.114286,0.143229,-0.797921,0.427654,0.999455,22
"Turkish","hold","Active_minus_Passive",70,NA,NA,-0.114286,0.137326,-0.832224,0.408153,0.999455,23
"Turkish","lead","Active_minus_Passive",70,NA,NA,0.114286,0.137326,0.832224,0.408153,0.999455,24
"Turkish","amuse","Active_minus_Passive",70,NA,NA,0.1,0.113572,0.8805,0.381645,0.999455,25
"Turkish","disturb","Active_minus_Passive",70,NA,NA,-0.1,0.1,-1,0.320805,0.999455,26
"Turkish","drop","Active_minus_Passive",70,NA,NA,-0.1,0.164247,-0.608837,0.544632,0.999455,27
"Turkish","know","Active_minus_Passive",70,NA,NA,0.1,0.251826,0.3971,0.692519,0.999455,28
"Turkish","remember","Active_minus_Passive",70,NA,NA,-0.1,0.120644,-0.828888,0.410026,0.999455,29
"Turkish","entertain","Active_minus_Passive",70,NA,NA,0.0857143,0.107181,0.799717,0.42662,0.999455,30
"Turkish","follow","Active_minus_Passive",70,NA,NA,0.0857143,0.10122,0.846812,0.400028,0.999455,31
"Turkish","kick","Active_minus_Passive",70,NA,NA,-0.0857143,0.134584,-0.636881,0.52631,0.999455,32
"Turkish","pat","Active_minus_Passive",70,NA,NA,-0.0857143,0.178263,-0.480831,0.632158,0.999455,33
"Turkish","see","Active_minus_Passive",70,NA,NA,-0.0857143,0.119943,-0.714626,0.477251,0.999455,34
"Turkish","bother","Active_minus_Passive",70,NA,NA,0.0714286,0.106364,0.671551,0.504112,0.999455,35
"Turkish","distract","Active_minus_Passive",70,NA,NA,0.0714286,0.149978,0.476261,0.635393,0.999455,36
"Turkish","eat","Active_minus_Passive",70,NA,NA,-0.0714286,0.184628,-0.386878,0.700037,0.999455,37
"Turkish","like","Active_minus_Passive",70,NA,NA,-0.0714286,0.115688,-0.617426,0.538986,0.999455,38
"Turkish","lookat","Active_minus_Passive",70,NA,NA,0.0714286,0.133935,0.533309,0.595533,0.999455,39
"Turkish","push","Active_minus_Passive",70,NA,NA,0.0714286,0.122637,0.582437,0.562171,0.999455,40
"Turkish","shake","Active_minus_Passive",70,NA,NA,0.0714286,0.147191,0.485278,0.629016,0.999455,41
"Turkish","spyon","Active_minus_Passive",70,NA,NA,-0.0714286,0.120937,-0.590624,0.556702,0.999455,42
"Turkish","surprise","Active_minus_Passive",70,NA,NA,0.0714286,0.151352,0.471937,0.638461,0.999455,43
"Turkish","terrify","Active_minus_Passive",70,NA,NA,-0.0714286,0.129214,-0.552793,0.582192,0.999455,44
"Turkish","wash","Active_minus_Passive",70,NA,NA,-0.0714286,0.130806,-0.546063,0.586784,0.999455,45
"Turkish","bite","Active_minus_Passive",70,NA,NA,-0.0571429,0.146577,-0.389849,0.697849,0.999455,46
"Turkish","hate","Active_minus_Passive",70,NA,NA,-0.0571429,0.156152,-0.365945,0.715526,0.999455,47
"Turkish","shock","Active_minus_Passive",70,NA,NA,-0.0571429,0.118454,-0.482405,0.631045,0.999455,48
"Turkish","smell","Active_minus_Passive",70,NA,NA,-0.0571429,0.131697,-0.433898,0.665716,0.999455,49
"Turkish","love","Active_minus_Passive",70,NA,NA,-0.0428571,0.154217,-0.277901,0.781919,0.999455,50
"Turkish","pull","Active_minus_Passive",70,NA,NA,-0.0428571,0.110402,-0.38819,0.69907,0.999455,51
"Turkish","recognize","Active_minus_Passive",70,NA,NA,-0.0428571,0.143074,-0.299545,0.765425,0.999455,52
"Turkish","scare","Active_minus_Passive",70,NA,NA,0.0428571,0.112262,0.38176,0.703813,0.999455,53
"Turkish","chase","Active_minus_Passive",70,NA,NA,-0.0285714,0.136461,-0.209374,0.834773,0.999455,54
"Turkish","disgust","Active_minus_Passive",70,NA,NA,0.0285714,0.164022,0.174192,0.862224,0.999455,55
"Turkish","teach","Active_minus_Passive",70,NA,NA,0.0285714,0.130251,0.219356,0.82702,0.999455,56
"Turkish","worry","Active_minus_Passive",70,NA,NA,0.0285714,0.177364,0.161089,0.872494,0.999455,57
"Turkish","anger","Active_minus_Passive",70,NA,NA,-0.0142857,0.11951,-0.119535,0.905199,0.999455,58
"Turkish","astonish","Active_minus_Passive",70,NA,NA,-0.0142857,0.162145,-0.0881045,0.930049,0.999455,59
"Turkish","call","Active_minus_Passive",70,NA,NA,-0.0142857,0.140235,-0.10187,0.919155,0.999455,60
"Turkish","carry","Active_minus_Passive",70,NA,NA,0.0142857,0.121231,0.117839,0.906537,0.999455,61
"Turkish","dislike","Active_minus_Passive",70,NA,NA,0.0142857,0.112367,0.127134,0.899204,0.999455,62
"Turkish","enrage","Active_minus_Passive",70,NA,NA,-0.0142857,0.151586,-0.0942415,0.92519,0.999455,63
"Turkish","envy","Active_minus_Passive",70,NA,NA,0.0142857,0.13725,0.104085,0.917404,0.999455,64
"Turkish","please","Active_minus_Passive",70,NA,NA,0.0142857,0.154294,0.0925878,0.926499,0.999455,65
"Turkish","provoke","Active_minus_Passive",70,NA,NA,0.0142857,0.141703,0.100814,0.91999,0.999455,66
"Turkish","threaten","Active_minus_Passive",70,NA,NA,0.0142857,0.117765,0.121307,0.903801,0.999455,67
"Turkish","admire","Active_minus_Passive",70,NA,NA,0,0.115111,0,1,1,68
"Turkish","calm","Active_minus_Passive",70,NA,NA,0,0.09759,0,1,1,69
"Turkish","fascinate","Active_minus_Passive",70,NA,NA,0,0.118654,0,1,1,70
"Turkish","irritate","Active_minus_Passive",70,NA,NA,0,0.138013,0,1,1,71
"Turkish","notice","Active_minus_Passive",70,NA,NA,0,0.146738,0,1,1,72
"Turkish","terrify","All",210,6.39524,6.18571,-0.209524,0.0822309,-2.54799,0.0115528,0.182714,1
"Turkish","squash","All",210,6.06667,5.88095,-0.185714,0.0726664,-2.55571,0.0113075,0.182714,2
"Turkish","scold","All",210,6.31429,6.47143,0.157143,0.0580331,2.70782,0.0073335,0.182714,3
"Turkish","listento","All",210,6.17619,6.32381,0.147619,0.0581526,2.53848,0.0118619,0.182714,4
"Turkish","teach","All",210,6.25238,6.4,0.147619,0.0749305,1.97008,0.0501498,0.34386,5
"Turkish","dress","All",210,6.29524,6.4381,0.142857,0.056823,2.51407,0.0126885,0.182714,6
"Turkish","hug","All",210,6.24286,6.10952,-0.133333,0.0665298,-2.00411,0.0463487,0.34386,7
"Turkish","find","All",210,6.45238,6.32857,-0.12381,0.0612732,-2.02061,0.0445956,0.34386,8
"Turkish","disgust","All",210,6.0619,5.94286,-0.119048,0.0678451,-1.7547,0.0807765,0.386224,9
"Turkish","enrage","All",210,6.32857,6.20952,-0.119048,0.0629682,-1.8906,0.0600616,0.36037,10
"Turkish","kick","All",210,6.24762,6.35714,0.109524,0.0634112,1.7272,0.0856093,0.386224,11
"Turkish","surprise","All",210,6.35714,6.24762,-0.109524,0.056171,-1.94983,0.0525342,0.34386,12
"Turkish","bother","All",210,6.48571,6.38095,-0.104762,0.0508966,-2.05833,0.0407989,0.34386,13
"Turkish","threaten","All",210,6.38095,6.48571,0.104762,0.0584011,1.79383,0.0742852,0.386224,14
"Turkish","watch","All",210,6.22857,6.33333,0.104762,0.0606968,1.72599,0.0858276,0.386224,15
"Turkish","know","All",210,5.04762,5.14762,0.1,0.097695,1.02359,0.307211,0.762538,16
"Turkish","bite","All",210,6.17619,6.27143,0.0952381,0.0629812,1.51217,0.132002,0.500217,17
"Turkish","calm","All",210,6.5381,6.44286,-0.0952381,0.047276,-2.01451,0.0452374,0.34386,18
"Turkish","cheerup","All",210,6.28571,6.38095,0.0952381,0.0629812,1.51217,0.132002,0.500217,19
"Turkish","worry","All",210,6.06667,6.15714,0.0904762,0.0732168,1.23573,0.217946,0.653838,20
"Turkish","entertain","All",210,6.37143,6.28571,-0.0857143,0.0519515,-1.64989,0.100467,0.425508,21
"Turkish","miss","All",210,5.99524,6.08095,0.0857143,0.0776238,1.10423,0.270764,0.722038,22
"Turkish","distract","All",210,6.22381,6.30476,0.0809524,0.068779,1.17699,0.240537,0.690941,23
"Turkish","frighten","All",210,6.44762,6.36667,-0.0809524,0.0572045,-1.41514,0.158516,0.570657,24
"Turkish","amuse","All",210,6.37619,6.3,-0.0761905,0.0574345,-1.32656,0.186101,0.609058,25
"Turkish","envy","All",210,6.21905,6.14286,-0.0761905,0.0612732,-1.24345,0.215093,0.653838,26
"Turkish","irritate","All",210,6.32381,6.25238,-0.0714286,0.0522731,-1.36645,0.173266,0.594056,27
"Turkish","shock","All",210,6.24762,6.31905,0.0714286,0.0618557,1.15476,0.249507,0.690941,28
"Turkish","hate","All",210,6.11905,6.05238,-0.0666667,0.0738035,-0.9033,0.367407,0.762538,29
